,id,original_title,tags,vote_average
2989,9614,Happy Gilmore,failed hockey player-turned-golf whiz happy gilmore -- whose unconventional approach and antic on the grass court the ire of rival shooter mcgavin -- be determine to win a pga tournament so he can save his granny's house with the prize money meanwhile an attractive tour publicist try to soften happy's image comedy loss_of_mother loss_of_father golf sport tax adam_sandler ben_stiller christopher_mcdonald julie_bowen frances_bay dennis_dugan,6.5
2990,8922,Jeepers Creepers,"a college-age brother and sister get more than they bargain for on their road trip home from spring break when the bickering sibling witness a creepy truck driver toss body bag into a sewer near an abandon church they investigate bad move! open a pandora's box of unspeakable evil the pair must flee for their life -- with a monstrous ""shape"" in hot pursuit horror thriller mass_murder song brother sister aftercreditsstinger gina_philips justin_long jonathan_breck patricia_belcher eileen_brennan victor_salva",6.1
2991,1648,Bill & Ted's Excellent Adventure,"in the small town of san dimas a few mile away from los angeles there be two nearly brain dead teenage boy go by the name of bill s preston esq and ted theodore logan they have a dream together of start their own rock and roll band call the ""wyld stallyns"" unfortunately they be still in high school and on the verge of fail out of their school a well and if they do not pass their upcoming history report they will be separate a a result of ted's father send him to military school but what bill and ted do not know be that they must stay together to save the future so a man from the future name rufus come to help them pass their report so both bill and ted decide to gather up historical figure which they need for their report they be hop that this will help them pass their report so they can stay together adventure comedy science_fiction jealousy journey_in_the_past sigmund_freud time_travel heavy_metal socrates billy_the_kid school_presentation rhinoceros phone_booth world_peace past history metal best_friend napoleon_bonaparte keanu_reeves alex_winter george_carlin dan_shor hal_landon_jr stephen_herek",6.7
2992,17917,Oliver!,musical adaptation of charles dickens' oliver twist a classic tale of an orphan who run away from the workhouse and join up with a group of boy head by the artful dodger and train to be pickpockets by master thief fagin drama family music pickpocket musical victorian_england orphan ron_moody shani_wallis oliver_reed harry_secombe mark_lester carol_reed,7.0
2993,74534,The Best Exotic Marigold Hotel,british retiree travel to india to take up residence in what they believe be a newly restore hotel less luxurious than it advertisement the marigold hotel nevertheless slowly begin to charm in unexpected way a the resident find new purpose in their old age drama comedy hotel based_on_novel india ensemble_cast elderly jaipur_india personal_growth outsource bill_nighy maggie_smith tom_wilkinson judi_dench dev_patel john_madden,6.9
2994,19405,Recess: School's Out,recess: school's out be a 2001 animate film base on the disney television series recess this film be produce by walt disney picture and be release theatrically nationwide on february 16 2001 it's the most exciting time of year at third street elementary-- the end of the school year! but boredom quickly set in for protagonist tj detweiler a his friend be head for summer camp one day while pass by the school on his bike he notice a green glow come from the school's auditorium this be the work of the insidious ex-principal of third street phillium benedict and his gang of ninja and secret service look-alikes! benedict be plan to get rid of summer vacation use his newly-acquired tractor beam which he steal from the u military base in an effort to raise u test score and it's up to the recess gang to stop him! in the end science_fiction animation comedy family holiday elementary_school friend based_on_tv_series summer classmates recess rickey_d'shon_collins jason_davis ashley_johnson courtland_mead pamela_adlon chuck_sheetz,6.6
2995,9355,Mad Max Beyond Thunderdome,mad max become a pawn in a decadent oasis of a technological society and when exile become the deliverer of a colony of child action adventure science_fiction arena sandstorm dystopia oasis sequel post_nuclear ozploitation mel_gibson tina_turner bruce_spence helen_buday angelo_rossitto george_miller,5.9
2996,10999,Commando,john matrix the former leader of a special commando strike force that always get the tough job do be force back into action when his young daughter be kidnap to find her matrix have to fight his way through an array of punk killer one of his former commando and a fully equipped private army with the help of a feisty stewardess and an old friend matrix have only a few hour to overcome his great challenge: find his daughter before she's kill action adventure thriller kidnap lone_wolf daughter father rescue_mission arnold_schwarzenegger rae_dawn_chong dan_hedaya vernon_wells james_olson mark_l _lester,6.4
2997,321258,The Boy,a nanny working for a family whose son have just pass away find herself put in charge of care for a lifelike doll that the couple treat a a real child horror mystery thriller suicide england fire country_house shower nanny mask boy murder mansion violence doll burn_victim secret_passageway broken_mirror loss_of_a_child lauren_cohan rupert_evans james_russell jim_norton diana_hardcastle william_brent_bell,5.8
2998,44040,Devil,a group of people trap in a elevator realize that the devil be among them horror mystery thriller claustrophobia trapped_in_an_elevator chris_messina jacob_vargas bojana_novaković logan_marshall-green bokeem_woodbine john_erick_dowdle,5.8
2999,10426,Friday After Next,craig and day day have finally move out of their parent house and into their own crib the cousin work night at a local mall a security guard when their house be rob on christmas eve they team up to track him down comedy guard shopping_mall thief drug ice_cube mike_epps john_witherspoon don_curry anna_maria_horsford marcus_raboy,6.0
3000,280092,Insidious: Chapter 3,a twisted new tale of terror begin for a teenage girl and her family predate the haunting of the lambert family in the early movie and reveal more mystery of the otherworldly realm the further drama horror thriller sequel dermot_mulroney stefanie_scott lin_shaye leigh_whannell angus_sampson leigh_whannell,6.2
3001,13938,The Last Dragon,"a young man search for the ""master"" to obtain the final level of martial art mastery know a the glow along the way he must fight an evil martial art expert and rescue a beautiful singer from an obsessed music promoter action adventure comedy martial_art pizzeria limousine music taimak julius_carry vanity christopher_murney faith_prince michael_schultz",6.4
3002,10163,The Lawnmower Man,a simple man be turn into a genius through the application of computer science horror thriller science_fiction dream chimp manipulation botanist virtual_reality lemonade intelligent jeff_fahey pierce_brosnan jenny_wright mark_bringelson geoffrey_lewis brett_leonard,5.4
3003,12182,Nick and Norah's Infinite Playlist,nick cannot stop obsessing over his ex-girlfriend tris until tris' friend norah suddenly show interest in him at a club thus beings an odd night fill with ups and down a the two keep run into tris and her new boyfriend while search for norah's drunken friend caroline with help from nick's band mate a the night wind down the two have to figure out what they want from each other comedy music romance concert teenager one_night based_on_young_adult_novel secret_location michael_cera kat_dennings aaron_yoo alexis_dziena ari_graynor peter_sollett,6.4
3004,1832,Dogma,the late battle in the eternal war between good and evil have come to new jersey in the late late 20th century angel demon apostle and prophet (of a sort) walk among the cynic and innocent of america and duke it out for the fate of humankind fantasy comedy adventure angel wisconsin church_service church aftercreditsstinger duringcreditsstinger ben_affleck matt_damon linda_fiorentino jason_mewes chris_rock kevin_smith,6.8
3005,9034,The Banger Sisters,in the late '60s the self-proclaimed belle of the rock 'n' roll ball rock the world of every music legend whose pant they could take off -- and they have the picture to prove it but it's be more than two decade since the banger sister earn their nickname -- or even laid eye on each other their reunion be the collision of two women's worlds; one who's living in the past and one who's hiding from it together they learn to live in the moment comedy drama tattoo rock_star groupie past family goldie_hawn susan_sarandon geoffrey_rush erika_christensen robin_thomas bob_dolman,5.5
3006,15301,Twilight Zone: The Movie,"four director collaborate to remake four episode of the popular television series 'the twilight zone' for this movie the episode be update slightly and in color (the television show be in black-and-white) but very true to the original where eerie and disturb situation gradually spin out of control ""a quality of mercy"" ""kick the can"" ""it's a good life"" and ""nightmare at 20 000 feet"" drama fantasy horror science_fiction thriller nazis anthology remake twilight_zone albert_brooks vic_morrow john_larroquette john_lithgow dan_aykroyd steven_spielberg",6.2
3007,10135,Road House,the double deuce be the mean loudest and rowdiest bar south of the mason-dixon line and dalton (patrick swayze) have be hire to clean it up he might not look like much but the ph d -educated bouncer prove he's more than capable -- bust the head of troublemaker and turn the roadhouse into a jumping hot-spot but dalton's romance with the gorgeous dr clay (kelly lynch) put him on the bad side of cutthroat local big shot brad wesley (ben gazzara) action thriller new_love protection_money nightclub rausschmeißer revenge hoodlum brawl patrick_swayze kelly_lynch sam_elliott ben_gazzara marshall_r _teague rowdy_herrington,6.3
3008,26352,A Low Down Dirty Shame,a black detective becomes embroil in a web of danger while search for a fortune in miss drug money during the course of his investigation he encounter various old connection ultimately confront the criminal responsible for shame's expulsion from the force he must also deal with two woman angela a beautiful old flame and peach his energetic but annoy sidekick action comedy crime fbi drug_crime violence drug private_detective blast keenen_ivory_wayans charles_s _dutton jada_pinkett_smith salli_richardson-whitfield andrew_divoff keenen_ivory_wayans,6.0
3009,20616,Swimfan,ben cronin have it all: the admiration of his many friend a terrific girlfriend and he's on the fast-track to an athletic scholarship ben's rock-solid promising future and romance be turn upside-down with the arrival of madison bell madison the new girl in town quickly set her sight on the impressionable ben while their first few meeting be innocent enough the obsessive and seductive madison want more much more drama thriller competition coma infidelity obsession bath high_school femme_fatale athlete hospital swimmer swim troubled_teen jesse_bradford erika_christensen shiri_appleby kate_burton jason_ritter john_polson,5.0
3010,9794,Employee of the Month,when he hear that the new female employee dig ambitious men who be the store employee of the month a slacker get his act together but find himself in competition with his rival an ambitious co-worker comedy romance salesclerk midlife_crisis prenzlauer_berg vulgar slacker business_consultant dane_cook jessica_simpson dax_shepard andy_dick tim_bagley greg_coolidge,5.3
3011,15037,Can't Hardly Wait,it's graduation day at huntington hill high and you know what that mean - time to party and not just any party either this one will be a night to remember a the nerd become stud the jock be humiliate and freshman crush blossom into grown-up romance comedy drama romance alcohol regret homophobia radio cheerleader love_letter college graduation groupie costume nerd high_school party friend date break-up rock_band pop_music american_football_player infatuation washed_up_star unlikely_friendship social_outcast woman_director jock having_fun revenge_plot jennifer_love_hewitt ethan_embry charlie_korsmo lauren_ambrose peter_facinelli deborah_kaplan,6.1
3012,227,The Outsiders,when two poor greaser johnny and ponyboy be assault by a vicious gang the socs and johnny kill one of the attacker tension begin to mount between the two rival gang set off a turbulent chain of event crime drama street_gang children's_home coming_of_age gang juvenile_delinquent based_on_young_adult_novel matt_dillon ralph_macchio c _thomas_howell patrick_swayze rob_lowe francis_ford_coppola,6.9
3013,294272,Pete's Dragon,pete be a mysterious 10-year-old with no family and no home who claim to live in the wood with a giant green dragon name elliott with the help of natalie an 11-year-old girl whose father jack own the local lumber mill forest ranger grace set out to determine where pete come from where he belong and the truth about this dragon adventure family fantasy feral_child remake dragon orphan 1980s live_action_and_animation bryce_dallas_howard oakes_fegley wes_bentley karl_urban oona_laurence david_lowery,6.2
3014,11336,The Dead Zone,johnny smith be a schoolteacher with his whole life ahead of him but after leave his fiancee's home one night be involve in a car crash which leave him in a coma for 5 year when he wake he discover he have an ability to see into the past present and future life of anyone with whom he come into physical contact horror science_fiction thriller coma sheriff based_on_novel sacrifice suspense psychopathic_killer premonition independent_film vision doctor car_accident series_of_murders psychic dark_hero gothic madness flashback christopher_walken brooke_adams tom_skerritt martin_sheen herbert_lom david_cronenberg,6.9
3015,283445,Sinister 2,a young mother and her twin son move into a rural house that's mark for death horror haunted_house sequel twin shannyn_sossamon james_ransone robert_daniel_sloan dartanian_sloan lea_coco ciaran_foy,5.4
3016,88036,Sparkle,musical prodigy sparkle (jordin sparks) struggle to become a star while overcome issue that be tear her family apart from an affluent detroit area and daughter to a single mother (whitney houston) she try to balance a new romance with music manager stix (derek luke) while deal with the unexpected challenge her new life will bring a she and her two sister (carmen ejogo and tika sumpter) strive to become a dynamic singing group during the motown-era drama music soong_sisters duringcreditsstinger whitney_houston cee_lo_green derek_luke mike_epps carmen_ejogo salim_akil,5.8
3017,10984,Valentine,five friend be stalk and murder by a mask assailant while prepare for valentine's day horror thriller mobbing success violence_against_women revenge serial_killer valentine's_day denise_richards david_boreanaz marley_shelton jessica_capshaw jessica_cauffiel jamie_blanks,5.0
3018,22824,The Fourth Kind,since the 1960s a disproportionate number of the population in and around nome alaska have go miss despite fbi investigation the disappearance remain a mystery dr abigail tyler a psychologist may be on the verge of blow the unsolved case wide open when during the course of treat her patient she find evidence of alien abduction mystery science_fiction thriller brother_sister_relationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alien_abduction patient psychotherapy fake_documentary based_on_supposedly_true_story nome_alaska faked_footage audio_cassette ancient_astronaut anchorage_alaska police_fake duringcreditsstinger milla_jovovich will_patton hakeem_kae-kazim corey_johnson enzo_cilenti olatunde_osunsanmi,5.8
3019,9526,A Prairie Home Companion,a look at what go on backstage during the last broadcast of america's most celebrated radio show where sing cowboy dusty and lefty a country music siren and a host of others hold court drama comedy music usa country_music commercial radio_presenter radio_transmission bühnenauftritt backstage singer meryl_streep lindsay_lohan virginia_madsen woody_harrelson garrison_keillor robert_altman,6.4
3020,39349,Sugar Hill,sugar hill be a 1994 american crime-drama/neo-noir film star wesley snipe and michael wright a brother roemello and raynathan skuggs the film focus on the two brother who be major drug dealer in the harlem neighborhood of new york city drama action thriller wesley_snipes michael_wright donald_faison o l _duke leslie_uggams leon_ichaso,5.2
3021,15983,Invasion U.S.A.,a one-man army come to the rescue of the united state when a spy attempt an invasion action thriller chuck_norris richard_lynch melissa_prophet alexander_zale alex_colon joseph_zito,5.3
3022,14544,Roll Bounce,from wikipedia the free encyclopedia roll bounce be a 2005 american comedy-drama film write by norman vance jr and direct by malcolm d lee the film star hip hop artist bow wow a the leader of a roller skate crew in 1970s chicago the film also star nick cannon meagan good brandon t jackson wesley jonathan chi mcbride kellita smith and jurnee smollett description above from the wikipedia article roll bounce license under cc-by-sa full list of contributor on wikipedia comedy drama family nick_cannon shad_moss chi_mcbride meagan_good brandon_t _jackson malcolm_d _lee,6.1
3023,11545,Rushmore,when a beautiful first-grade teacher arrive at a prep school she soon attract the attention of an ambitious teenager name max who quickly fall in love with her max turn to the father of two of his schoolmate for advice on how to woo the teacher however the situation soon get complicate when max's new friend become involve with her set the two pal against one another in a war for her attention comedy drama private_school lone_wolf theatre_play theatre_group theatre_director independent_film jason_schwartzman olivia_williams bill_murray seymour_cassel mason_gamble wes_anderson,7.5
3024,42684,Skyline,when strange light descend on the city of los angeles people be draw outside like moth to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the earth now the band of survivor must fight for their life a the world unravel around them science_fiction missile light transformation low-budget alien fireplace los_angeles cell_phone rooftop duringcreditsstinger eric_balfour scottie_thompson david_zayas donald_faison brittany_daniel colin_strause,4.7
3025,268238,The Second Best Exotic Marigold Hotel,a the best exotic marigold hotel have only a single remain vacancy - pose a rooming predicament for two fresh arrival - sonny pursue his expansionist dream of open a second hotel drama comedy india retirement_home dev_patel judi_dench richard_gere maggie_smith bill_nighy john_madden,6.3
3026,8359,Kit Kittredge: An American Girl,"the great depression hit home for nine year old kit kittredge when her dad lose his business and leave to find work oscar nominee abigail breslin star a kit lead a splendid cast in the first ever ""american girl"" theatrical movie in order to keep their home kit and her mother must take in boarder - pay house - guest who turn out to be full of fascinate story when mother's lockbox contain all their money be steal kit's new hobo friend will be the prime suspect kit refuse to believe that will would steal and her effort to sniff out the real story get her and friend into big trouble the police say the robbery be an inside job commit by someone they know so if it wasn't will then who do it comedy drama family cincinnati woman_director abigail_breslin chris_o'donnell julia_ormond stanley_tucci joan_cusack patricia_rozema",6.4
3027,15648,The Perfect Man,holly be tire of move every time her mom jean break up with yet another second-rate guy to distract her mother from her late bad choice holly conceive the perfect plan for the perfect man an imaginary secret admirer who will romance jean and boost her self-esteem comedy drama family romance mother man-woman_relation single matchmaking single_mother catfishing hilary_duff heather_locklear chris_noth mike_o'malley ben_feldman mark_rosman,5.5
3028,41823,Mo' Better Blues,open with bleek a a child learning to play the trumpet his friend want him to come out and play but mother insists he finish his lesson bleek grows into adulthood and form his own band - the bleek gilliam quartet the story of bleek's and shadow's friendly rivalry on stage which spill into their professional relationship and threaten to tear apart the quartet drama romance musical denzel_washington spike_lee wesley_snipes giancarlo_esposito john_turturro spike_lee,6.3
3029,11891,Kung Pow: Enter the Fist,a movie within a movie create to spoof the martial art genre writer/director steve oedekerk use contemporary character and splice them into a 1970s kung-fu film weave the new and old together a the main character the chosen one oedekerk set off to avenge the death of his parent at the hand of kung-fu legend master pain along the way he encounter some strange character action comedy loss_of_family loss_of_parents supernatural_powers invulnerability spoof evil murder_hunt hui_lou_chen tad_horino steve_oedekerk jennifer_tung ming_lo steve_oedekerk,6.1
3030,9362,Tremors,hick handyman val mckee and earl bassett can barely eke out a living in the nevada hamlet of perfection so they decide to leave town -- despite an admonition from a shapely seismology coed who's pick up odd reading on her equipment before long val and earl discover what's responsible for those readings: 30-foot-long carnivorous worm with a proclivity for suck their prey underground action horror nevada small_town tractor strand cult_favorite tentacle rural graboids seismologist binoculars man_eaten_by_monster giant_worm kevin_bacon fred_ward finn_carter michael_gross reba_mcentire ron_underwood,6.6
3031,9902,Wrong Turn,chris crash into a carload of other young people and the group of stranded motorist be soon lose in the wood of west virginia where they're hunt by three cannibalistic mountain men who be grossly disfigure by generation of inbreeding horror thriller life_and_death death_of_a_friend parts_of_dead_body desmond_harrington eliza_dushku emmanuelle_chriqui jeremy_sisto kevin_zegers rob_schmidt,6.0
3032,14729,The Long Riders,the origin exploit and the ultimate fate of the james gang be tell in a sympathetic portrayal of the bank robber make up of brother who begin their legendary bank raid because of revenge western history brother_brother_relationship jesse_james cole_younger david_carradine keith_carradine robert_carradine james_keach stacy_keach walter_hill,6.6
3033,9455,The Corruptor,danny be a young cop partner with nick a seasoned but ethically tainted veteran a the two try to stop a gang war in chinatown danny relies on nick but grow increasingly uncomfortable with the way nick get thing do action crime mystery thriller new_york life_and_death gang_war police china_town triad mark_wahlberg chow_yun-fat byron_mann kim_chan ric_young james_foley,6.0
3034,103731,Mud,two teenage boy encounter a fugitive and make a pact to help him escape from an island in the mississippi drama river snake arkansas fugitive river_boat matthew_mcconaughey tye_sheridan jacob_lofland sam_shepard reese_witherspoon jeff_nichols,7.0
3035,10090,Reno 911!: Miami,a rag-tag team of reno cop be call in to save the day after a terrorist attack disrupt a national police convention in miami beach during spring break base on the comedy central series action adventure comedy crime sex terrorist beach nudity police parody attack shootout mockumentary explosion drug lennie_loftin danny_devito ben_garant carlos_alazraqui mary_birdsong ben_garant,5.6
3036,164558,One Direction: This Is Us,"go behind the scene during one direction sell out ""take me home"" tour and experience life on the road documentary music concert harry_styles niall_horan zayn_malik louis_tomlinson liam_payne morgan_spurlock",8.0
3037,19905,"The Goods: Live Hard, Sell Hard",who be don ready? salesman? lover? song stylist? semi-professional dolphin trainer? ready be all of the above - except for a dolphin trainer when he’s ask to help save an ail local car dealership from bankruptcy ready and his ragtag crew descend on the town of temecula like a pack of coyote on a basket full of burger comedy duringcreditsstinger jeremy_piven ving_rhames james_brolin david_koechner kathryn_hahn neal_brennan,5.4
3038,17710,Hey Arnold! The Movie,"when a powerful developer name mr scheck want to knock down all the store and house in arnold's neighborhood to build a huge ""mall-plex"" it look like the neighborhood be doom to disappear but with the help of a superhero and a mysterious deep-voiced stranger arnold and gerald will need to recover a crucial document in order to save their beloved neighborhood animation family spencer_klein francesca_smith jamil_walker_smith dan_castellaneta tress_macneille tuck_tucker",5.6
3039,75900,My Week with Marilyn,sir laurence olivier be make a movie in london young colin clark an eager film student want to be involve and he navigate himself a job on the set when film star marilyn monroe arrive for the start of shoot all of london be excite to see the blonde bombshell while olivier be struggle to meet her many demand and act ineptness and colin be intrigue by her colin's intrigue be meet when marilyn invite him into her inner world where she struggle with her fame her beauty and her desire to be a great actress drama based_on_novel biography historical_figure marilyn_monroe michelle_williams eddie_redmayne kenneth_branagh julia_ormond judi_dench simon_curtis,6.6
3040,9515,The Matador,the life of danny wright a salesman forever on the road veers into dangerous and surreal territory when he wander into a mexican bar and meet a mysterious stranger julian who's very likely a hit man their meeting set off a chain of event that will change their life forever a wright be suddenly thrust into a far-from-mundane existence that he take to surprisingly well … once he get acclimate to it action comedy crime drama thriller mexico_city midlife_crisis cocktail independent_film stranger hit_man pierce_brosnan greg_kinnear hope_davis portia_dawson adam_scott richard_shepard,6.2
3041,27322,Love Jones,"darius lovehall be a young black poet in chicago who start date nina moseley a beautiful and talented photographer while try to figure out if they've get a ""love thing"" or be just ""kicking it "" they hang out with their friend talk about love and sex then nina test the strength of darius' feeling and set a chain of romantic complication into motion comedy drama romance sex ex-boyfriend independent_film african_american larenz_tate nia_long isaiah_washington bill_bellamy lisa_nicole_carson theodore_witcher",8.1
3042,328425,The Gift,"a husband and wife try to reinvigorate their relationship but their life be threaten by a ""friend"" from the husband's past who hold a horrifying secret about him send their world into a tailspin thriller mystery detective stalker gift bully psychological_thriller jason_bateman rebecca_hall joel_edgerton allison_tolman tim_griffin joel_edgerton",6.7
3043,14120,End of the Spear,"""end of the spear"" be the story of mincayani a waodani tribesman from the jungle of ecuador when five young missionary among them jim elliot and nate saint be spear to death by the waodani in 1956 a series of event unfold to change the life of not only the slain missionaries' family but also mincayani and his people adventure drama drama louie_leonardo chad_allen jack_guzman chase_ellison sylvia_jefferies jim_hanon",6.1
3044,10050,Get Over It,"when berke landers a popular high school basketball star get dump by his life-long girlfriend allison he soon begin to lose it but with the help of his best friend felix's sister kelly he follow his ex into the school's spring musical thus ensue a love triangle loosely base upon shakespeare's ""a midsummer night's dream"" where berke be only to find himself get over allison and begin to fall for kelly comedy romance theatre_play theatre_group high_school falling_in_love kirsten_dunst ben_foster melissa_sagemiller colin_hanks zoe_saldana tommy_o'haver",5.5
3045,1542,Office Space,three office worker strike back at their evil employer by hatch a hapless attempt to embezzle money comedy crime suburbia downsize software_engineer burnout dallas_texas beach_resort coworker_relationship laziness duringcreditsstinger business_rivalry ron_livingston jennifer_aniston david_herman ajay_naidu diedrich_bader mike_judge,7.4
3046,10490,Drop Dead Gorgeous,in a small minnesota town the annual beauty pageant be be cover by a tv crew former winner gladys leeman want to make sure her daughter follow in her footsteps; explosion fall light and trailer fire prove that a the leemans be the rich family in town the police be pretty relaxed about it all despite everything main rival (but sweet) amber atkins won't give up without a fight comedy minnesota mother_role beauty_contest girl_from_the_province hicktown evil_mother mother_daughter_relationship envy pretty_woman mocumentary kirsten_dunst ellen_barkin denise_richards amy_adams kirstie_alley michael_patrick_jann,6.4
3047,87093,Big Eyes,the story of the awakening of the painter margaret keane her phenomenal success in the 1950s and the subsequent legal difficulty she have with her husband who claim credit for her work in the 1960s drama wife_husband_relationship artist court_case amy_adams christoph_waltz krysten_ritter danny_huston jason_schwartzman tim_burton,6.8
3048,10029,Very Bad Things,kyle fisher have one last night to celebrate life a a single man before marry laura so he set out to vegas with four of his best buddy but a drug and alcohol fill night on the town with a stripper who go all the way turn into a cold night in the desert with shovel when the stripper go all the way into a body bag after die in their bathroom and that's just the first of the body to pile up before kyle can walk down the aisle comedy crime thriller prostitute hotel cocaine nudity psychopath stag_night friend murder independent_film marijuana blood wedding las_vegas violence death accident jon_favreau leland_orser cameron_diaz christian_slater jeremy_piven peter_berg,6.2
3049,9893,Sleepover,a their first year of high school loom ahead best friend julie hannah yancy and farrah have one last summer sleepover little do they know they're about to embark on the adventure of a lifetime desperate to shed their nerdy status they take part in a night-long scavenger hunt that pit them against their popular archrivals everything under the sun go on -- from take yancy's father's car to sneak into nightclubs! comedy family high_school scavenger_hunt teenage_crush slumber_party teenager teen_comedy alexa_penavega mika_boorem jane_lynch sara_paxton brie_larson joe_nussbaum,5.3
3050,11507,Body Double,after lose an acting role and his girlfriend jake scully finally catch a break: he get offer a gig house-sitting in the hollywood hill while peer through the beautiful home's telescope one night he spy a gorgeous blonde dancing in her window but when he witness the girl's murder it lead scully through the netherworld of the adult entertainment industry on a search for answer -- with porn actress holly body a his guide crime mystery horror thriller female_nudity pornography claustrophobia nudity witness police movie_in_movie murder neighbor los_angeles peeping_tom porn_actress struggling_actor voyeurism actor craig_wasson melanie_griffith gregg_henry deborah_shelton guy_boyd brian_de_palma,6.4
3051,37931,MacGruber,ex-special operative macgruber (forte) be call back into action to take down his archenemy dieter von cunth (kilmer) who's in possession of a nuclear warhead and bent on destroy washington dc action adventure comedy aftercreditsstinger duringcreditsstinger will_forte kristen_wiig val_kilmer ryan_phillippe maya_rudolph jorma_taccone,5.1
3052,3472,Dirty Pretty Things,an urban hotel in london be a gathering and flash point for legal and illegal immigrant attempt to cobble together their life in a new country the immigrant include senay a turkish woman and a nigerian doctor name okwe who be work a a night porter at the hotel the pair discover the hotel be a front for all sort of clandestine activity their only wish be to avoid possible deportation okwe become more entangled in the going on when he be call to fix a toilet in one of the room he discover the plumbing have be clog by a human heart crime drama thriller london_england prostitute hotel night_watchman illegal_immigration immigration_law transplanted_organ turk delinquency chiwetel_ejiofor audrey_tautou sergi_lópez benedict_wong sophie_okonedo stephen_frears,6.8
3053,87818,Movie 43,"the film be compose of multiple comedy short present through an overarch segment title ""the pitch"" in which charlie wessler a mad screenwriter be attempt to pitch a script to film executive griffin schraeder after reveal several of the story in his script wessler becomes agitate when schraeder dismiss his outrageous idea and he pull a gun on him and force him to listen to multiple other story before make schraeder consult his manager bob mone to purchase the film comedy slapstick ensemble_cast duringcreditsstinger woman_director laxative anna_faris emma_stone halle_berry kate_winslet hugh_jackman griffin_dunne",4.4
3054,13160,Over Her Dead Body,after his fiancée kate dy in an accident on their wedding day veterinarian henry grows depress to help him move on his sister have him visit psychic ashley and give her kate's diary ashley use the journal's detail to convincingly deliver the fake message that kate want henry to move on however kate's ghost be watch over ashley and henry furious when they fall for each other she vow to sabotage their relationship comedy diary romantic_comedy death_of_lover spirit death_by_accident psychic moving_on eva_longoria jason_biggs lake_bell paul_rudd lindsay_sloane jeff_lowell,5.3
3055,88005,Seeking a Friend for the End of the World,a an asteroid nears earth a man find himself alone after his wife leave in a panic he decide to take a road trip to reunite with his high school sweetheart accompany him be a neighbor who inadvertently put a wrench in his plan comedy drama romance science_fiction asteroid road_trip end_of_the_world woman_director steve_carell keira_knightley connie_britton adam_brody rob_corddry lorene_scafaria,6.3
3056,52067,Cedar Rapids,a naive midwesterner insurance salesman travel to a big-city convention in an effort to save the job of his co-worker comedy hotel infidelity one-night_stand friendship swimming_pool drink naive duringcreditsstinger anne_heche ed_helms sigourney_weaver john_c _reilly rob_corddry miguel_arteta,5.9
3057,73,American History X,derek vineyard be parole after serve 3 year in prison for kill two thug who try to break into/steal his truck through his brother danny vineyard's narration we learn that before go to prison derek be a skinhead and the leader of a violent white supremacist gang that commit act of racial crime throughout l a and his action greatly influence danny reform and fresh out of prison derek severs contact with the gang and becomes determine to keep danny from go down the same violent path a he do drama usa neo-nazi prison skinhead brother_brother_relationship rape fascism brother basketball jail school swastika los_angeles family hate neo_nazism xenophobia interracial_friendship nazism prison_rape edward_norton edward_furlong beverly_d'angelo avery_brooks jennifer_lien tony_kaye,8.2
3058,134597,The Collection,"arkin escape with his life from the vicious grip of ""the collector"" during an entrapment party where he add beautiful elena to his ""collection "" instead of recover from the trauma arkin be suddenly abduct from the hospital by mercenary hire by elena's wealthy father arkin be blackmail to team up with the mercenary and track down the collector's booby trap warehouse and save elena horror thriller mercenary party sequel gore escape serial_killer masked_killer trap josh_stewart christopher_mcdonald emma_fitzpatrick lee_tergesen erin_way marcus_dunstan",5.9
3059,24034,Teacher's Pet,spot (lane) be a dog who can talk and read posing a a human he sneak into school with his master leonard (flemming) educational adventure ensue animation drama family music nathan_lane kelsey_grammer shaun_fleming debra_jo_rupp david_ogden_stiers timothy_bjorklund,5.5
3060,14283,The Red Violin,span 300 year in the life of one famed musical instrument that wind up in present-day montreal on the auction block craft by the italian master bussotti (cecchi) in 1681 the red violin derive it unusual color from the human blood mixed into the finish with this legacy the violin travel to austria england china and canada leave both beauty and tragedy in it wake drama thriller mystery music romance auction violin carlo_cecchi irene_grazioli anita_laurenzi tommaso_puntelli samuele_amighetti françois_girard,7.3
3061,404,The Straight Story,"""the straight story"" chronicle a trip make by 73-year-old alvin straight from laurens iowa to mt zion wisconsin in 1994 while rid a lawn mower the man undertake his strange journey to mend his relationship with his ill estrange 75-year-old brother lyle drama brother_brother_relationship mississippi wisconsin lawnmower iowa biography based_on_true_story independent_film family_relationship family road_movie richard_farnsworth sissy_spacek jane_galloway_heitz joseph_a _carpenter donald_wiegert david_lynch",7.7
3062,13201,Deuces Wild,1950s new york city a bad and bloody gang war be about to erupt on the dysfunctional street of brooklyn the deuce at war with the vicious viper scott kalvert directs this tale of lust drug mayhem and madness during one hot summer on the street of new york action crime drama romance gang new_york_city drug_overdose stephen_dorff fairuza_balk brad_renfro norman_reedus max_perlich scott_kalvert,5.5
